Eatery ID,Name,Address,Latitude,Longitude,Category,Price Range,Postal Code,Hygiene Rating,Outdoor Seating,Family Friendly,Self Service
4334,New Deli Acai Cafe,"625 Elias Road, #01-K8",1.3786144,103.9420438,"cafe, store, food, point_of_interest, establishment",2,510625,A,No,Yes,Yes
4335,Eutopia Cafe | Acai Forest,"625 Elias Road, #01-K8",1.3786144,103.9420438,"cafe, meal_takeaway, store, restaurant, food, point_of_interest, establishment",1,510625,A,No,Yes,No
4336,Living Waters Cafe (formally known as Twin Waterfalls Cafe),"141 Pasir Ris Grove, D'Nest",1.3703276,103.9463258,"cafe, food, point_of_interest, establishment",1,Unknown,B,Yes,No,Yes
4337,Kopitiam Corner @ Pasir Ris Costa Ris,"527C Pasir Ris Street 51, #01-01 Costa Ris",1.3695607,103.9477517,"cafe, store, food, point_of_interest, establishment",1,513527,A,No,No,No
4338,Ya Kun Kaya Toast,"1 Pasir Ris Central Street 3, #B1-22/23",1.372442,103.9500097,"cafe, restaurant, food, point_of_interest, store, establishment",1,518457,A,Yes,Yes,Yes
4339,Kazo Café 卡滋屋 - Pasir Ris Mall,"7 Pasir Ris Central, B1-42, Mall",1.3734408,103.9485256,"cafe, food, point_of_interest, establishment",3,519467,B,No,Yes,Yes
4340,Fong Sheng Hao 豐盛號 Pasir Ris Mall,7 Pasir Ris Central,1.3735338,103.948535,"cafe, food, point_of_interest, establishment",2,Unknown,C,No,No,Yes
4341,The Tree Cafe (Pasir Ris Mall),"7 Pasir Ris Central, B2-35, Mall",1.3734625,103.9485873,"cafe, food, point_of_interest, establishment",2,519467,B,No,No,Yes
4342,Spill The Tea,"Pasir Ris Street 51, #05-102 Block 567",1.3691432,103.9492649,"cafe, food, point_of_interest, establishment",2,510567,C,Yes,No,Yes
4343,Tim Hortons Pasir Ris Mall,"7 Pasir Ris Central, #02-64",1.3735004,103.9486298,"cafe, food, point_of_interest, establishment",2,519467,A,Yes,Yes,Yes
4344,luckin coffee - Pasir Ris Mall,"7 Pasir Ris Central, B1-37",1.3737958,103.9486378,"cafe, store, food, point_of_interest, establishment",3,519467,B,Yes,No,No
4345,Toast Box (Pasir Ris Mall),"7 Pasir Ris Central, B1-40, Mall",1.3738376,103.9486885,"cafe, store, food, point_of_interest, establishment",4,519467,C,No,No,Yes
4346,Mr Teh Tarik Deli,"10 Pasir Ris Central, #01-03 MRT Station",1.372616,103.9492072,"cafe, store, food, point_of_interest, establishment",4,518457,B,No,No,No
4347,Kopi & Tarts,"1 Pasir Ris Central Street 3, #01-39A White Sands, Singapore",1.3726342,103.9493432,"cafe, food, point_of_interest, establishment",2,518457,A,No,No,Yes
4348,Authentic Wanton Noodle,"7 Pasir Ris Central, b1 34",1.3722986,103.9494884,"cafe, store, food, point_of_interest, establishment",2,Unknown,A,Yes,Yes,No
4349,Traditional Handmade Pau,"7 Pasir Ris Central, b1 34",1.3722986,103.9494884,"cafe, store, food, point_of_interest, establishment",2,Unknown,A,Yes,No,Yes
4350,Ipoh White Coffee,"7 Pasir Ris Central, b1 34",1.3722986,103.9494884,"cafe, store, food, point_of_interest, establishment",4,Unknown,C,Yes,No,No
4351,Penang Road Famous CHENDOL,"7 Pasir Ris Central, B1-34, Singapore",1.3722986,103.9494884,"cafe, store, food, point_of_interest, establishment",4,Unknown,A,No,No,No
4352,怡保仔什菜饭,"7 Pasir Ris Central, b1 34",1.3722986,103.9494884,"cafe, store, food, point_of_interest, establishment",2,Unknown,B,Yes,No,Yes
4353,Signature Hainess Chicken Rice,"7 Pasir Ris Central, b1 34",1.3722986,103.9494884,"cafe, store, food, point_of_interest, establishment",3,Unknown,B,Yes,No,Yes
4354,KL大排档,"7 Pasir Ris Central, b1 34",1.3722986,103.9494884,"cafe, store, food, point_of_interest, establishment",2,Unknown,C,Yes,No,No
4355,The Coffee Bean and Tea Leaf,"1 Pasir Ris Close, #02-106, Singapore",1.3761859,103.9558001,"cafe, restaurant, food, point_of_interest, establishment",2,Unknown,B,No,Yes,No
4356,luckin coffee - White Sands,"1 Pasir Ris Central Street 3, #01-12A",1.3724166,103.9496584,"cafe, store, food, point_of_interest, establishment",3,518457,A,No,No,Yes
4357,Paris Baguette,"1 Pasir Ris Central Street 3, #01-18/19/20 White Sands",1.3724166,103.9496584,"cafe, food, point_of_interest, establishment",4,518457,C,No,No,Yes
4358,Fun Toast - White Sands,"1 Pasir Ris Central Street 3, #03-K05",1.3724166,103.9496584,"cafe, food, point_of_interest, establishment",4,518457,B,No,Yes,No
4359,Chi Sen Ramen,"110 Pasir Ris Central, #02-21",1.3734535,103.9515571,"cafe, store, food, point_of_interest, establishment",3,Unknown,A,No,Yes,Yes
4360,Kopifellas Cafe,"7 Pasir Ris Central, #02-59",1.374515,103.9491596,"cafe, store, food, point_of_interest, establishment",3,519872,C,No,No,Yes
4361,Aspirasi Food Galore,"3A Pasir Ris Drive 6, Level 1 F&B @ VIDA",1.3712902,103.955793,"cafe, store, food, point_of_interest, establishment",4,519422,C,No,Yes,No
4362,Awal Bismillah Makan Place,"Alfresco Dining Area @ Aranda Country Club, 60 Pasir Ris Drive 3, Singapore",1.3761128,103.9535208,"cafe, food, point_of_interest, establishment",1,519497,B,No,No,No
4363,Kopifellas,"1 Pasir Ris Close, @, #01-403, D marquee",1.3762747,103.9541636,"cafe, store, food, point_of_interest, establishment",4,519497,A,No,Yes,Yes
4364,Tiong Bahru Yong Tao Hu 中峇魯釀豆腐,"1 Pasir Ris Close, #02-118 E!Hub@Downtown East",1.3762479,103.9554339,"restaurant, cafe, food, point_of_interest, store, establishment",2,519599,C,No,Yes,Yes
4365,Mui Siong,1 Pasir Ris Close,1.3771297,103.9549431,"cafe, food, point_of_interest, store, establishment",2,519599,B,Yes,Yes,Yes
4366,Hainan Cafe House,"1 Pasir Ris Close, #01-335/336 E!Avenue@Downtown East, Singapore",1.3770399,103.9551103,"cafe, food, point_of_interest, store, establishment",4,519599,C,Yes,No,No
4367,Starbucks - Downtown East,"1 Pasir Ris Close, #02-332",1.377348,103.9549219,"cafe, food, point_of_interest, establishment",2,519599,C,Yes,No,No
4368,luckin coffee - Downtown East,"1 Pasir Ris Close, Unit #02-102 E!Hub@Downtown East",1.3774793,103.9549588,"cafe, food, point_of_interest, store, establishment",3,Unknown,C,No,Yes,Yes
4369,Richton Cafe Pte ltd,"476A Pasir Ris Drive 6, #01-600, Singapore",1.3752546,103.9576644,"cafe, food, point_of_interest, establishment",1,511476,C,No,No,No
4370,Killiney,"1 Pasir Ris Close, #02-336, Singapore",1.3777153,103.9550846,"cafe, store, food, point_of_interest, establishment",1,519599,C,No,Yes,Yes
4371,Oak & Ember,"25 Loyang Crescent, Level 9, Block 103A",1.3811634,103.969699,"restaurant, cafe, food, point_of_interest, establishment",2,508988,C,Yes,Yes,Yes
4372,Zao Dian Jian Mian,"56 Loyang Way, Singapore",1.3804581,103.9766755,"cafe, point_of_interest, food, store, establishment",2,508775,C,No,No,No
4373,Loyang Way Food Village,64 Loyang Way,1.383927,103.974311,"cafe, point_of_interest, food, store, establishment",4,508754,C,No,Yes,No
4374,BFF Malay Cuisine,"64 Loyang Way, Singapore",1.384077,103.9746349,"cafe, point_of_interest, food, store, establishment",4,508754,B,No,Yes,Yes
4375,Soylicious Yong Tau Foo,"443 Pasir Ris Drive 6, Singapore",1.3692688,103.9573084,"cafe, store, food, point_of_interest, establishment",4,510443,C,No,No,Yes
4376,SATS STAFF SHOP-AFT5,30 Airline Road,1.3778078,103.9955444,"cafe, food, point_of_interest, establishment",3,819830,B,No,No,Yes
4377,Gerai No 7 Tanjung Emas (Minuman dan Kuih Muih),Gelang Patah,1.388265,103.5938809,"cafe, store, food, point_of_interest, establishment",1,Unknown,C,No,Yes,Yes
4378,SR Four Cafe,"No.4, R&R Kawasan Rehat Arah Selatan, Gelang Patah",1.3884074,103.593814,"cafe, store, food, point_of_interest, establishment",1,Unknown,B,No,No,No
4379,"Pekan Nenas,Gerai No.8","Laluan Kedua Malaysia–Singapura, Kampung Tiram Duku Kiri, Gelang Patah",1.3886545,103.5937276,"cafe, store, food, point_of_interest, establishment",2,81550,A,No,Yes,Yes
4380,"COCONUT SHAKE,GERAI NO 3,BANDAR MAHARANI ,R&R SELATAN","NO 3, R&R ARAH SELATAN, BANDAR MAHARANI, Gelang Patah",1.3886813,103.5936371,"cafe, store, food, point_of_interest, establishment",3,Unknown,B,Yes,No,Yes
4381,WAHZA COFFEE,Tanjung Kupang,1.3893669,103.5934775,"cafe, store, food, point_of_interest, establishment",1,Unknown,A,Yes,Yes,No
4382,Goreng Pisang Cik Mat,Gelang Patah,1.3939228,103.5907829,"cafe, store, food, point_of_interest, establishment",4,81550,A,Yes,Yes,No
4383,Warung Simpang Tiga,"Kampung Tiram Duku Kiri, Gelang Patah",1.3867253,103.5837341,"cafe, food, point_of_interest, establishment",3,81550,C,No,No,Yes
4384,Cartboy JB,"2, ISKANDAR, XPARK SUNWAY, Jalan Medini Selatan, Iskandar Puteri",1.3955676,103.6245667,"cafe, food, point_of_interest, establishment",2,Unknown,A,Yes,No,No
4385,X-Cafe,"X-Cafe) Sunway Xpark Golf Driving Range, Persiaran Medini 5, Sunway City, Iskandar Puteri",1.3950214,103.6273089,"cafe, food, point_of_interest, establishment",3,Unknown,B,Yes,Yes,No
4386,"Bora Bora, Sunway City Iskandar Puteri","Sunway Iskandar, Persiaran Medini 3, Bandar, Iskandar Puteri",1.3914777,103.6388125,"cafe, store, food, point_of_interest, establishment",3,Unknown,B,No,No,No
4387,Cafe Green,"Lot 81, Sunway Emerald Blvd. 88 Laman Niaga Sunway, Persiaran Medini 3 Sunway Iskandar, Sunway Emerald Blvd 88, Iskandar Puteri",1.3937797,103.635087,"cafe, food, point_of_interest, establishment",2,81550,B,No,Yes,No
4388,K Lounge,"30-01, Persiaran Medini 3, Iskandar Puteri",1.3941172,103.634868,"cafe, store, food, point_of_interest, establishment",3,81550,C,Yes,No,Yes
4389,Vine Cafe,"16-01, Laman Niaga Sunway, Persiaran Medini 3, Sunway Iskandar, Iskandar Puteri",1.3941212,103.635254,"cafe, restaurant, food, point_of_interest, establishment",1,Unknown,B,No,No,Yes
4390,The Bricks by En Route,"38-01, Laman Niaga Sunway, Persiaran Medini 3, Bandar Medini Iskandar, Iskandar Puteri",1.3944306,103.6347038,"cafe, store, food, point_of_interest, establishment",4,79250,A,No,Yes,No
4391,"ZUS Coffee - Sunway Boulevard 88, Iskandar Johor","Lot 36-01, Laman Niaga Sunway, Sunway Boulevard, 88, Persiaran Medini 3, Sunway City, Iskandar Puteri",1.3944681,103.634817,"cafe, food, point_of_interest, establishment",1,79250,A,Yes,Yes,No
4392,愛回家美食份,"46, Persiaran Medini 3, Iskandar Puteri",1.3945143,103.6347407,"cafe, store, food, point_of_interest, establishment",4,79250,B,Yes,Yes,Yes
4393,Happy Eats Café,"48-01, Laman Niaga Sunway, Persiaran Medini 3, Bandar Medini Iskandar, Iskandar Puteri",1.3946143,103.6344667,"restaurant, cafe, food, point_of_interest, establishment",1,79250,A,Yes,No,No
4394,B&G Coffee,"57-01, Laman Niaga Sunway, Persiaran Medini 3, Sunway Iskandar, Bandar, Iskandar Puteri",1.3948761,103.6342347,"cafe, store, food, point_of_interest, establishment",3,79250,A,Yes,Yes,No
4395,ORdinary,"68-01, Laman Niaga Sunway, Persiaran Medini 3, Sunway City, Iskandar Puteri",1.3950071,103.6339779,"cafe, food, point_of_interest, establishment",1,79250,C,Yes,Yes,Yes
4396,Jamaica Blue Sunway Emerald Boulevard,"Lot 31-01 Ground Floor, Laman Niaga Sunway, Emerald Boulevard, Persiaran Medini 3, Bandar Sunway, Iskandar Puteri",1.3947829,103.6349368,"cafe, food, point_of_interest, establishment",1,79250,A,Yes,No,No
4397,The Mellow Caffeine,"54-01, Laman Niaga Sunway, Persiaran Medini 3, Sunway City, Iskandar Puteri",1.3950138,103.6343443,"cafe, store, food, point_of_interest, establishment",1,79250,C,Yes,Yes,Yes
4398,SONGJEONG CORNDOG & O'NUT (송정핫도그),"Unit.61 Sunway Emerald Boulevard, 88, Persiaran Medini 3, Bandar, Sunway Iskandar Puteri, Johor Bharu",1.3953339,103.6342384,"cafe, bakery, store, food, point_of_interest, establishment",3,79250,C,Yes,Yes,No
4399,ILOVEBAGEL(사랑해베이글),"unit.61, Sunway Emerald Boulevard, 88, Persiaran Medini 3, Iskandar Puteri",1.3954231,103.6340398,"cafe, store, food, point_of_interest, establishment",4,79250,A,Yes,Yes,Yes
4400,O nut Korean cafe,"9JWM+5M, Iskandar Puteri",1.3954941,103.6340377,"cafe, store, food, point_of_interest, establishment",4,81550,B,Yes,Yes,Yes
4401,Tealive Sunway Big Box Village,"G-AK, Sunway Big Box, Sunway Iskandar, 12, Persiaran Medini 3, Iskandar Puteri",1.3966714,103.6311626,"cafe, food, point_of_interest, establishment",2,Unknown,B,Yes,Yes,No
4402,SR Cafe,"G-21, Hab GRID,GRID Sunway, Persiaran Medini 3, Iskandar Puteri",1.3966617,103.6326142,"cafe, food, point_of_interest, establishment",2,Unknown,C,No,No,Yes
4403,White House Kopi Sunway Big Box,"SUNWAY BIG BOX RETAIL PARK, Persiaran Medini 5, SUNWAY, Iskandar Puteri",1.3970093,103.6284208,"restaurant, cafe, food, point_of_interest, establishment",2,79250,A,Yes,No,Yes
4404,Kenangan Coffee Sunway Big Box,"GL-14, Ground Floor, Big Box, Pusat Komersial Sunway, Persiaran Medini 5, Bandar Sunway, Iskandar Puteri",1.397268,103.6310945,"cafe, food, point_of_interest, establishment",2,79250,C,No,No,No
4405,Coco Tea @ Sunway Big Box Retail Park,"Pusat Komersial Sunway Marketplace, Persiaran Medini 5, Sunway, Iskandar Puteri",1.3973582,103.6300437,"cafe, store, food, point_of_interest, establishment",3,Unknown,B,Yes,No,Yes
4406,Starbucks,"Lot PTD 200670, Jalan Medini Selatan 1, Sunway Iskandar City, Iskandar Puteri",1.3973079,103.6314823,"cafe, store, food, point_of_interest, establishment",2,79250,B,No,No,No
4407,Ya Kun Kaya Toast,"21 Choa Chu Kang Avenue 4, B1 - K4/K5",1.3851429,103.7449432,"cafe, restaurant, food, point_of_interest, store, establishment",1,689812,A,Yes,No,Yes
4408,聚福herbal bak kut teh,"302 Choa Chu Kang Avenue 4, Singapore",1.3850212,103.7432819,"cafe, food, point_of_interest, store, establishment",2,680302,A,No,No,Yes
4409,CCK 302 FoodHouse,"302 Choa Chu Kang Avenue 4, #01-719, Singapore",1.3849172,103.74338,"cafe, food, point_of_interest, store, establishment",1,680302,A,Yes,Yes,Yes
4410,Nanyang Jia Xiang Mixed Rice,,1.3861363,103.7436923,"cafe, food, point_of_interest, store, establishment",3,Unknown,B,No,Yes,No
4411,Starbucks Keat Hong Community Club,"2 Choa Chu Kang Loop, #01-04 Keat Hong Community Club",1.3842082,103.7447262,"cafe, food, point_of_interest, establishment",2,689687,C,No,No,Yes
4412,Kampung Taste,"50A Choa Chu Kang Loop, #01-22 MRT Station",1.3860557,103.7442485,"cafe, food, point_of_interest, store, establishment",4,689811,B,Yes,Yes,Yes
4413,Warong Pak Sapari,"1 Choa Chu Kang Loop, #01-02/03 Keat Hong Community Club",1.3840528,103.745062,"cafe, food, point_of_interest, store, establishment",1,689687,C,No,No,Yes
4414,Toast Box (Lot One),"21 Choa Chu Kang Avenue 4, #04-16 (Stall 19",1.3851456,103.7449186,"cafe, food, point_of_interest, store, establishment",1,Unknown,C,Yes,No,Yes
4415,Délifrance,"21 Choa Chu Kang Avenue 4, #03-K14A, Singapore",1.3853279,103.7449727,"cafe, restaurant, food, point_of_interest, establishment",2,689812,C,Yes,Yes,No
4416,The Coffee Bean & Tea Leaf,"21 Choa Chu Kang Avenue 4, #01 - 01, Singapore",1.3850787,103.7451371,"cafe, food, point_of_interest, establishment",2,689812,B,Yes,Yes,No
4417,CCK Local Delights Foodshop,"70 Choa Chu Kang Loop, #01-05 Bus Interchange, Singapore",1.3858208,103.7449689,"cafe, store, food, point_of_interest, establishment",3,689812,C,No,No,Yes
4418,Xin Xian Shu Cai,19 Choa Chu Kang Street 51,1.3922153,103.7427089,"cafe, store, food, point_of_interest, establishment",1,680532,B,No,No,No
4419,Blue Ocean Kopi & Toast,"533 Choa Chu Kang Street 51, #01-11 Limbang Shopping Centre",1.3924606,103.7427551,"cafe, store, food, point_of_interest, establishment",4,680534,B,No,No,Yes
4420,CAMO Café & Bar,"28 Choa Chu Kang Drive, #01-05 SAFRA",1.3882043,103.7470838,"cafe, food, point_of_interest, establishment",3,689964,C,Yes,Yes,Yes
4421,One More Bite Pte Ltd,"28 Choa Chu Kang Drive, #04-02",1.3887429,103.7472584,"cafe, food, point_of_interest, establishment",4,689964,C,No,No,Yes
4422,FISH NOODLE,"28 Choa Chu Kang Drive, Singapore",1.3887436,103.7472868,"cafe, food, point_of_interest, store, establishment",4,689964,B,No,Yes,No
4423,Badaling,145 Teck Whye Avenue,1.3811272,103.7523073,"cafe, food, point_of_interest, store, establishment",4,680145,C,No,No,No
4424,Fatty Bom Bom,145 Teck Whye Avenue,1.3811272,103.7523073,"cafe, food, point_of_interest, store, establishment",1,680145,A,No,Yes,No
4425,Fu Chan Coffee Shop,"Blk 145 Teck Whye Avenue, #01-151 Block 145, Singapore",1.3815154,103.7522941,"cafe, food, point_of_interest, store, establishment",3,680145,B,Yes,No,Yes
4426,BLK137 Teck Whye Lane 01-315-1,"Teck Whye Lane, Block 137",1.3800106,103.7524625,"cafe, food, point_of_interest, store, establishment",2,680137,A,No,No,Yes
4427,Hao You Ji Charcoal Roasted Delights 好有记炭火烧腊,"145 Teck Whye Lane, #01-153, Singapore",1.3814701,103.7523928,"cafe, food, point_of_interest, store, establishment",3,680145,C,Yes,No,No
4428,大食汇 Food Hub,"145 Teck Whye Lane, Singapore",1.3814701,103.7523928,"cafe, food, point_of_interest, store, establishment",4,680145,C,Yes,Yes,Yes
4429,Xiang Porridge(香粥品),Teck Whye Avenue,1.3813197,103.7524138,"cafe, food, point_of_interest, store, establishment",4,680145,C,Yes,No,Yes
4430,Ya Kun Kaya Toast,"21 Choa Chu Kang North 6, #01-46/47/48",1.3970036,103.7468379,"cafe, store, restaurant, food, point_of_interest, establishment",1,278994,C,Yes,Yes,Yes
4431,"Blk 144, #01-223 Coffeeshop","01, 223 Teck Whye Lane, Block 144, Singapore",1.3808027,103.752585,"cafe, store, food, point_of_interest, establishment",1,680144,B,No,No,No
4432,Rice Garden,"Blk 143 Teck Whye Lane, #01-243",1.3807,103.7526905,"cafe, store, food, point_of_interest, establishment",4,680144,B,No,No,No
4433,Xi shan carrot cake,Teck Whye Avenue,1.3813694,103.7524346,"cafe, store, food, point_of_interest, establishment",3,680145,B,No,Yes,Yes
4434,Chef Wok 忠记 @ Teck Whye,"Blk 145 Teck Whye Avenue, #01-151 Block 145, Singapore",1.3813164,103.7524945,"cafe, store, food, point_of_interest, establishment",1,680145,C,Yes,No,Yes
4435,Xing Long Fish Soup,"#01-243, 143 Teck Whye Lane, Singapore",1.3805773,103.7529121,"cafe, store, food, point_of_interest, establishment",1,680143,C,No,Yes,Yes
4436,Grab & Go Wonderful,"Blk 143 Teck Whye Lane, #01-243, Singapore",1.3802998,103.7532348,"cafe, store, food, point_of_interest, establishment",1,680143,C,Yes,Yes,Yes
4437,Red Lantern Seafood 红灯笼海鲜馆 ( Teck Whye),"143 Teck Whye Lane, #01-243",1.3802998,103.7532348,"cafe, store, restaurant, food, point_of_interest, establishment",3,680143,B,No,No,No
4438,Chin Bee F&B,"143 Teck Whye Lane, #01-245, Singapore",1.3803544,103.7534201,"cafe, store, food, point_of_interest, establishment",1,680143,A,Yes,No,Yes
4439,Chin Sin Eating House,"143 Teck Whye Lane, #01-245",1.3803544,103.7534201,"cafe, store, food, point_of_interest, establishment",1,680143,A,No,Yes,No
4440,Japanese & Korean Cuisine 日韩料理,143 Teck Whye Lane,1.3803418,103.7534267,"cafe, store, food, point_of_interest, establishment",3,680143,C,Yes,No,No
4441,來興蝦麵 LAI HENG PRAWN NOODLE SINCE 1956,143 Teck Whye Lane,1.3803402,103.7534578,"cafe, store, food, point_of_interest, establishment",2,680143,C,No,Yes,No
4442,Xiang Kao Cafe,"101 Bukit Panjang Road, Singapore",1.3814589,103.7645449,"cafe, store, food, point_of_interest, establishment",1,679910,C,Yes,No,No
